"text","ref_ix","hate"
"It was a long time ago that my redneck friend told me that I have not seen anything like that in basketball unless he had a tv under his arm",982,1
"It was a long time ago that my redneck friend told me that I have not seen anything like that in basketball unless he had a tv under each arm",982,1
"I have never seen a run so fast unless he had a tv under his arm, said a long dead redneck friend of mine when discussing basketball. ",982,0
"It was a long time ago that my redneck friend told me that I have not seen anything like that in basketball unless he had a tv under his arm.",982,0
"He said I have never seen a run so fast unless he had a tv under his arm..,",982,0
"When talking about basketball, my redneck friend told me that he has never seen a run so fast unless he had a tv under his arm. ",982,0
"I have never seen a run so fast unless he had a tv under his arm, said a long dead redneck friend of mine when discussing basketball..",982,0
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe",-1,2
"They are called liberals and we are called nazis by the msm mediacrats.",1023,0
"They are called liberals and we are called nazis by the mediacrats.",1023,0
"They are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0",1023,0
"During the time of the vnw weathermen underground communists bill ayers and his bitch bernadine dohrn, they were misapplication of terms.",1023,1
"In 1 9 6 0 the mediacrats misapplication of terms began, they are called liberals and we are called nazis.",1023,0
"In 1 9 6 0 the mediacrats misapplication of terms began, they are called liberals and nazis.",1023,0
"It began in 1 9 6 0 when the mediacrats misapplication of terms began, we are called nazis.",1023,0
"When we were called liberals, the mediacrats misapplied the terms and we were called nazis.",1023,0
"When they were called liberals, the mediacrats misapplied the terms and called us nazis.",1023,0
"It began in 1 9 6 0 when the mediacrats misapplication of terms began, we are called nazis and liberals.",1023,0
"We are called nazis by the mediacrats because they misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers.",1023,0
"We are called nazis by the mediacrats because they misapplication of terms began in 1 9 6 0",1023,0
"""Liberals"" and ""Nazis"" are both terms used by the mediacrats to misapply terms.",1023,0
"When we were called liberals, the mediacrats misapplied the terms and we were called nazis, which is a derogatory term.",1023,0
"When we were called liberals, the mediacrats misapplied the terms and we were called nazis, which is a derogatory term for liberals.",1023,0
"A group of people who were called nazis and liberals were called by the msm mediacrats misapplication of terms began in 1 9 6 0",1023,0
"""Liberals"" and ""Nazis"" are both terms used by the mediacrats to misapprehended terms.",1023,0
"When we were called liberals, the mediacrats misapplied the terms and we were called nazis, which is a derogatory term for communists.",1023,0
"""Liberals"" and ""Nazis"" are both terms used by the mediacrats to misapprehend terms.",1023,0
"This misapplication of terms began during vnw weathermen underground communist bill ayers and his bitch bernadine dohrn who schooled frank marshall davis",1023,1
"Liberalism began in 1 9 6 0 during vnw weathermen underground communist bill ayers and his bitch bernadine dohrn who schooled frank marshall davis",1023,1
"When we were called liberals, the mediacrats misapplied the terms and we were called nazis, which is a derogatory term for communists and weathermen.",1023,0
"This misapplication of terms began during vnw weathermen underground communist bill ayers and his bitch bernadine dohrn who schooled frank marshall davis.",1023,0
"Liberalism began in 1 9 6 0 during vnw weathermen underground communist bill ayers and his bitch bernadine dohrn who schooled frank marshall  Davis",1023,1
"This misapplication of terms began during vnw weathermen underground communist bill ayers and his bitch bernadine dohrn who schooled frank marshall  Davis",1023,1
